baseline_lora	45	done	results/splice_sites_all_heldout_baseline_lora_seed45_argmax.json
germ_bo_center_jsd	45	done	results/splice_sites_all_heldout_germ_bo_center_jsd_seed45_argmax.json
baseline_lora	46	done	results/splice_sites_all_heldout_baseline_lora_seed46_argmax.json
germ_bo_center_jsd	46	done	results/splice_sites_all_heldout_germ_bo_center_jsd_seed46_argmax.json
baseline_lora	47	done	results/splice_sites_all_heldout_baseline_lora_seed47_argmax.json
germ_bo_center_jsd	47	done	results/splice_sites_all_heldout_germ_bo_center_jsd_seed47_argmax.json
baseline_lora	48	done	results/splice_sites_all_heldout_baseline_lora_seed48_argmax.json
germ_bo_center_jsd	48	done	results/splice_sites_all_heldout_germ_bo_center_jsd_seed48_argmax.json
baseline_lora	49	done	results/splice_sites_all_heldout_baseline_lora_seed49_argmax.json
germ_bo_center_jsd	49	done	results/splice_sites_all_heldout_germ_bo_center_jsd_seed49_argmax.json
