emb_tw8_t10_s015	prepare	skipped_existing	data/benchmarks/human_nontata_promoters_embedding_emb_tw8_t10_s015
emb_tw16_t10_s015	prepare	skipped_existing	data/benchmarks/human_nontata_promoters_embedding_emb_tw16_t10_s015
ctx_tw8_t10_s015	prepare	done	data/benchmarks/human_nontata_promoters_embedding_ctx_tw8_t10_s015
ctx_tw16_t10_s015	prepare	done	data/benchmarks/human_nontata_promoters_embedding_ctx_tw16_t10_s015
emb_tw8_t10_s015	42	skipped_existing	results/human_nontata_embedding_emb_tw8_t10_s015_seed42_threshold.json
emb_tw8_t10_s015	43	skipped_existing	results/human_nontata_embedding_emb_tw8_t10_s015_seed43_threshold.json
emb_tw8_t10_s015	44	skipped_existing	results/human_nontata_embedding_emb_tw8_t10_s015_seed44_threshold.json
emb_tw16_t10_s015	42	skipped_existing	results/human_nontata_embedding_emb_tw16_t10_s015_seed42_threshold.json
emb_tw16_t10_s015	43	skipped_existing	results/human_nontata_embedding_emb_tw16_t10_s015_seed43_threshold.json
emb_tw16_t10_s015	44	skipped_existing	results/human_nontata_embedding_emb_tw16_t10_s015_seed44_threshold.json
ctx_tw8_t10_s015	42	done	results/human_nontata_embedding_ctx_tw8_t10_s015_seed42_threshold.json
ctx_tw8_t10_s015	43	done	results/human_nontata_embedding_ctx_tw8_t10_s015_seed43_threshold.json
ctx_tw8_t10_s015	44	done	results/human_nontata_embedding_ctx_tw8_t10_s015_seed44_threshold.json
ctx_tw16_t10_s015	42	done	results/human_nontata_embedding_ctx_tw16_t10_s015_seed42_threshold.json
ctx_tw16_t10_s015	43	done	results/human_nontata_embedding_ctx_tw16_t10_s015_seed43_threshold.json
ctx_tw16_t10_s015	44	done	results/human_nontata_embedding_ctx_tw16_t10_s015_seed44_threshold.json
